Site,Date,Color,Temp_C
Cheyenne,2021-11-11,Black,4.550000072
Cheyenne,2021-11-11,White,3.449999988
Cheyenne,2021-11-12,Black,4.900000215
Cheyenne,2021-11-12,White,3.850000083
Cheyenne,2021-11-13,Black,7.949999809
Cheyenne,2021-11-13,White,6.800000191
Cheyenne,2021-11-14,Black,6.949999928
Cheyenne,2021-11-14,White,6.050000191
Cheyenne,2021-11-15,Black,10.4000001
Cheyenne,2021-11-15,White,9.050000191
Cheyenne,2021-11-16,Black,8.400000095
Cheyenne,2021-11-16,White,7.600000143
Cheyenne,2021-11-17,Black,3.550000049
Cheyenne,2021-11-17,White,2.350000054
Cheyenne,2021-11-18,Black,1.199999928
Cheyenne,2021-11-18,White,NA
Cheyenne,2021-11-19,Black,6.100000203
Cheyenne,2021-11-19,White,4.550000012
Cheyenne,2021-11-20,Black,4.00000006
Cheyenne,2021-11-20,White,2.899999917
Cheyenne,2021-11-21,Black,4.50000019
Cheyenne,2021-11-21,White,2.800000042
Cheyenne,2021-11-22,Black,5.999999911
Cheyenne,2021-11-22,White,4.599999905
Cheyenne,2021-11-23,Black,5.599999905
Cheyenne,2021-11-23,White,4.250000194
Cheyenne,2021-11-24,Black,3.050000094
Cheyenne,2021-11-24,White,NA
Cheyenne,2021-11-25,Black,2.149999976
Cheyenne,2021-11-25,White,NA
Cheyenne,2021-11-26,Black,6.350000143
Cheyenne,2021-11-26,White,5.299999952
Cheyenne,2021-11-27,Black,4.800000072
Cheyenne,2021-11-27,White,3.399999917
Cheyenne,2021-11-28,Black,4.550000001
Cheyenne,2021-11-28,White,3.649999946
Cheyenne,2021-11-29,Black,8.650000095
Cheyenne,2021-11-29,White,7.449999809
Cheyenne,2021-11-30,Black,5.949999809
Cheyenne,2021-11-30,White,4.75
Cheyenne,2021-12-01,Black,8.399999857
Cheyenne,2021-12-01,White,7.299999714
Cheyenne,2021-12-02,Black,10.10000014
Cheyenne,2021-12-02,White,8.849999905
Cheyenne,2021-12-03,Black,6.600000024
Cheyenne,2021-12-03,White,5.050000191
Cheyenne,2021-12-04,Black,6.250000179
Cheyenne,2021-12-04,White,4.949999899
Cheyenne,2021-12-05,Black,4.499999903
Cheyenne,2021-12-05,White,3.750000045
Cheyenne,2021-12-06,Black,0.050000072
Cheyenne,2021-12-06,White,NA
Cheyenne,2021-12-07,Black,3.149999902
Cheyenne,2021-12-07,White,2.449999951
Cheyenne,2021-12-08,Black,2.649999902
Cheyenne,2021-12-08,White,2.149999946
Cheyenne,2021-12-09,Black,3.100000024
Cheyenne,2021-12-09,White,2.5
Cheyenne,2021-12-10,Black,0.299999952
Cheyenne,2021-12-10,White,0
Cheyenne,2021-12-11,Black,-1.449999951
Cheyenne,2021-12-11,White,-1.450000048
Cheyenne,2021-12-12,Black,2.500000089
Cheyenne,2021-12-12,White,0.949999988
Cheyenne,2021-12-13,Black,2.649999917
Cheyenne,2021-12-13,White,1.200000048
Cheyenne,2021-12-14,Black,2.399999946
Cheyenne,2021-12-14,White,0.950000048
Cheyenne,2021-12-15,Black,0.400000036
Cheyenne,2021-12-15,White,-0.5
Cheyenne,2021-12-16,Black,-0.649999976
Cheyenne,2021-12-16,White,NA
Cheyenne,2021-12-17,Black,-1.5
Cheyenne,2021-12-17,White,NA
Cheyenne,2021-12-18,Black,-2.099999964
Cheyenne,2021-12-18,White,NA
Cheyenne,2021-12-19,Black,-0.050000012
Cheyenne,2021-12-19,White,NA
Cheyenne,2021-12-20,Black,2.249999911
Cheyenne,2021-12-20,White,0.899999946
Cheyenne,2021-12-21,Black,3.249999952
Cheyenne,2021-12-21,White,1.899999946
Cheyenne,2021-12-22,Black,3.700000107
Cheyenne,2021-12-22,White,2.449999999
Cheyenne,2021-12-23,Black,4.399999976
Cheyenne,2021-12-23,White,3.450000107
Cheyenne,2021-12-24,Black,1.949999988
Cheyenne,2021-12-24,White,1.400000036
Cheyenne,2021-12-25,Black,0.350000024
Cheyenne,2021-12-25,White,-0.100000024
Cheyenne,2021-12-26,Black,0.100000024
Cheyenne,2021-12-26,White,0.099999994
Cheyenne,2021-12-27,Black,-0.75
Cheyenne,2021-12-27,White,-0.449999973
Cheyenne,2021-12-28,Black,-1.550000042
Cheyenne,2021-12-28,White,-1.300000023
Cheyenne,2021-12-29,Black,-2.150000047
Cheyenne,2021-12-29,White,-1.999999978
Cheyenne,2021-12-30,Black,-2.75
Cheyenne,2021-12-30,White,-2.749999911
Cheyenne,2021-12-31,Black,-2.100000001
Cheyenne,2021-12-31,White,-2.200000018
Cheyenne,2022-01-01,Black,-2.450000107
Cheyenne,2022-01-01,White,-2.649999976
Cheyenne,2022-01-02,Black,-2.350000098
Cheyenne,2022-01-02,White,-2.400000006
Cheyenne,2022-01-03,Black,-1.5
Cheyenne,2022-01-03,White,-1.449999977
Cheyenne,2022-01-04,Black,-1.149999976
Cheyenne,2022-01-04,White,-1.699999977
Cheyenne,2022-01-05,Black,-2.850000083
Cheyenne,2022-01-05,White,-3.649999976
Cheyenne,2022-01-06,Black,-2.499999955
Cheyenne,2022-01-06,White,-3.099999964
Cheyenne,2022-01-07,Black,0.50000006
Cheyenne,2022-01-07,White,-0.899999976
Cheyenne,2022-01-08,Black,-0.149999976
Cheyenne,2022-01-08,White,-2.099999905
Cheyenne,2022-01-09,Black,-2.75
Cheyenne,2022-01-09,White,-3.599999994
Cheyenne,2022-01-10,Black,-1.099999905
Cheyenne,2022-01-10,White,-2.24999994
Cheyenne,2022-01-11,Black,-0.449999988
Cheyenne,2022-01-11,White,-1.850000024
Cheyenne,2022-01-12,Black,0.549999952
Cheyenne,2022-01-12,White,-1.199999988
Cheyenne,2022-01-13,Black,2.850000024
Cheyenne,2022-01-13,White,1.049999952
Cheyenne,2022-01-14,Black,0
Cheyenne,2022-01-14,White,-0.849999949
Cheyenne,2022-01-15,Black,-1.200000048
Cheyenne,2022-01-15,White,-2.249999911
Cheyenne,2022-01-16,Black,1.49999994
Cheyenne,2022-01-16,White,-0.599999994
Cheyenne,2022-01-17,Black,0.950000048
Cheyenne,2022-01-17,White,-1
Cheyenne,2022-01-18,Black,2.449999999
Cheyenne,2022-01-18,White,0.899999946
Cheyenne,2022-01-19,Black,-0.5
Cheyenne,2022-01-19,White,-1.000000045
Cheyenne,2022-01-20,Black,-1.25
Cheyenne,2022-01-20,White,-1.649999976
Cheyenne,2022-01-21,Black,-0.400000021
Cheyenne,2022-01-21,White,-1.550000023
Cheyenne,2022-01-22,Black,-1.49999994
Cheyenne,2022-01-22,White,-2.950000048
Cheyenne,2022-01-23,Black,0.399999976
Cheyenne,2022-01-23,White,-1.49999994
Cheyenne,2022-01-24,Black,0.099999964
Cheyenne,2022-01-24,White,-1.700000018
Cheyenne,2022-01-25,Black,-1.099999949
Cheyenne,2022-01-25,White,-1.350000054
Cheyenne,2022-01-26,Black,-3.200000107
Cheyenne,2022-01-26,White,-2.699999899
Cheyenne,2022-01-27,Black,-2.399999905
Cheyenne,2022-01-27,White,-3.449999899
Cheyenne,2022-01-28,Black,-2.149999976
Cheyenne,2022-01-28,White,-3.550000101
Cheyenne,2022-01-29,Black,-0.450000048
Cheyenne,2022-01-29,White,-2.050000101
Cheyenne,2022-01-30,Black,1.049999952
Cheyenne,2022-01-30,White,-1.600000024
Cheyenne,2022-01-31,Black,1.149999976
Cheyenne,2022-01-31,White,-0.75
Cheyenne,2022-02-01,Black,-0.74999997
Cheyenne,2022-02-01,White,-1.600000046
Cheyenne,2022-02-02,Black,-0.699999977
Cheyenne,2022-02-02,White,-1.549999952
Cheyenne,2022-02-03,Black,-1.400000051
Cheyenne,2022-02-03,White,-2.300000012
Cheyenne,2022-02-04,Black,-1.600000024
Cheyenne,2022-02-04,White,-2.300000072
Cheyenne,2022-02-05,Black,-0.549999952
Cheyenne,2022-02-05,White,-1.299999975
Cheyenne,2022-02-06,Black,-0.700000048
Cheyenne,2022-02-06,White,-1.950000048
Cheyenne,2022-02-07,Black,-0.049999952
Cheyenne,2022-02-07,White,-2.100000024
Cheyenne,2022-02-08,Black,2.199999899
Cheyenne,2022-02-08,White,-0.150000036
Cheyenne,2022-02-09,Black,2.099999905
Cheyenne,2022-02-09,White,-0.5
Cheyenne,2022-02-10,Black,2.150000095
Cheyenne,2022-02-10,White,0.299999952
Cheyenne,2022-02-11,Black,0.449999988
Cheyenne,2022-02-11,White,-0.850000024
Cheyenne,2022-02-12,Black,-1.599999994
Cheyenne,2022-02-12,White,-2.75
Cheyenne,2022-02-13,Black,0.900000095
Cheyenne,2022-02-13,White,-1.400000095
Cheyenne,2022-02-14,Black,2.75000006
Cheyenne,2022-02-14,White,0.099999905
Cheyenne,2022-02-15,Black,4.400000095
Cheyenne,2022-02-15,White,1.50000006
Cheyenne,2022-02-16,Black,1.149999999
Cheyenne,2022-02-16,White,0
Cheyenne,2022-02-17,Black,-0.199999988
Cheyenne,2022-02-17,White,-0.849999949
Cheyenne,2022-02-18,Black,0.599999905
Cheyenne,2022-02-18,White,-1.299999982
Cheyenne,2022-02-19,Black,2.350000083
Cheyenne,2022-02-19,White,-0.25
Cheyenne,2022-02-20,Black,5.350000098
Cheyenne,2022-02-20,White,2.749999903
Cheyenne,2022-02-21,Black,-2.00000006
Cheyenne,2022-02-21,White,-3.5
Cheyenne,2022-02-22,Black,-5.649999857
Cheyenne,2022-02-22,White,-8.200000048
Cheyenne,2022-02-23,Black,-5.849999905
Cheyenne,2022-02-23,White,-7.650000095
Cheyenne,2022-02-24,Black,-4.499999911
Cheyenne,2022-02-24,White,-5.999999762
Cheyenne,2022-02-25,Black,-4.100000203
Cheyenne,2022-02-25,White,-5.500000119
Cheyenne,2022-02-26,Black,-4.299999893
Cheyenne,2022-02-26,White,-5.800000012
Cheyenne,2022-02-27,Black,0
Cheyenne,2022-02-27,White,-2.900000036
Cheyenne,2022-02-28,Black,3.950000189
Cheyenne,2022-02-28,White,1
Cheyenne,2022-03-01,Black,4.799999908
Cheyenne,2022-03-01,White,3.199999951
Cheyenne,2022-03-02,Black,6.449999809
Cheyenne,2022-03-02,White,4.600000098
Cheyenne,2022-03-03,Black,NA
Cheyenne,2022-03-03,White,5.050000191
Cheyenne,2022-03-04,Black,6.399999976
Cheyenne,2022-03-04,White,4.150000095
Cheyenne,2022-03-05,Black,2.75
Cheyenne,2022-03-05,White,1.799999952
Cheyenne,2022-03-06,Black,0.350000009
Cheyenne,2022-03-06,White,0.099999994
Cheyenne,2022-03-07,Black,0.400000095
Cheyenne,2022-03-07,White,-1
Cheyenne,2022-03-08,Black,-0.550000191
Cheyenne,2022-03-08,White,-2.950000092
Cheyenne,2022-03-09,Black,-0.099999994
Cheyenne,2022-03-09,White,-0.699999973
Cheyenne,2022-03-10,Black,-0.899999976
Cheyenne,2022-03-10,White,-1.650000006
Cheyenne,2022-03-11,Black,-1.700000018
Cheyenne,2022-03-11,White,-2.150000006
Cheyenne,2022-03-12,Black,1.300000072
Cheyenne,2022-03-12,White,-1.200000107
Cheyenne,2022-03-13,Black,NA
Cheyenne,2022-03-13,White,3.299999952
Cheyenne,2022-03-14,Black,NA
Cheyenne,2022-03-14,White,4.049999803
Cheyenne,2022-03-15,Black,NA
Cheyenne,2022-03-15,White,4.700000107
Cheyenne,2022-03-16,Black,NA
Cheyenne,2022-03-16,White,4.650000006
Cheyenne,2022-03-17,Black,6.849999905
Cheyenne,2022-03-17,White,3.699999958
Cheyenne,2022-03-18,Black,NA
Cheyenne,2022-03-18,White,3.00000006
Cheyenne,2022-03-19,Black,NA
Cheyenne,2022-03-19,White,4.599999994
Cheyenne,2022-03-20,Black,NA
Cheyenne,2022-03-20,White,6.250000194
Cheyenne,2022-03-21,Black,5.049999893
Cheyenne,2022-03-21,White,3.150000095
Cheyenne,2022-03-22,Black,2.499999903
Cheyenne,2022-03-22,White,0.5
Cheyenne,2022-03-23,Black,5.200000189
Cheyenne,2022-03-23,White,3.149999946
Cheyenne,2022-03-24,Black,NA
Cheyenne,2022-03-24,White,6.300000101
Cheyenne,2022-03-25,Black,NA
Cheyenne,2022-03-25,White,6.100000098
Cheyenne,2022-03-26,Black,NA
Cheyenne,2022-03-26,White,8.600000024
Cheyenne,2022-03-27,Black,NA
Cheyenne,2022-03-27,White,8.199999809
Cheyenne,2022-03-28,Black,NA
Cheyenne,2022-03-28,White,9.800000191
Cheyenne,2022-03-29,Black,7.150000215
Cheyenne,2022-03-29,White,5.850000024
Cheyenne,2022-03-30,Black,3.899999999
Cheyenne,2022-03-30,White,2.299999893
Cheyenne,2022-03-31,Black,NA
Cheyenne,2022-03-31,White,6.000000089
Cheyenne,2022-04-01,Black,9.850000143
Cheyenne,2022-04-01,White,7.349999785
Cheyenne,2022-04-02,Black,9
Cheyenne,2022-04-02,White,6.500000097
Cheyenne,2022-04-03,Black,9.150000095
Cheyenne,2022-04-03,White,6.549999893
Cheyenne,2022-04-04,Black,8.649999797
Cheyenne,2022-04-04,White,6.199999999
Cheyenne,2022-04-05,Black,7.149999857
Cheyenne,2022-04-05,White,5.150000095
Cheyenne,2022-04-06,Black,4.900000006
Cheyenne,2022-04-06,White,3.250000089
Cheyenne,2022-04-07,Black,6.25
Cheyenne,2022-04-07,White,4.250000194
Cheyenne,2022-04-08,Black,9.150000006
Cheyenne,2022-04-08,White,6.649999809
Cheyenne,2022-04-09,Black,11.99999976
Cheyenne,2022-04-09,White,9.499999762
Cheyenne,2022-04-10,Black,7.799999952
Cheyenne,2022-04-10,White,5.200000107
Cheyenne,2022-04-11,Black,7.349999994
Cheyenne,2022-04-11,White,5.000000179
Cheyenne,2022-04-12,Black,6.700000167
Cheyenne,2022-04-12,White,4.350000054
Cheyenne,2022-04-13,Black,1.850000143
Cheyenne,2022-04-13,White,-0.5
Cheyenne,2022-04-14,Black,4.999999821
Cheyenne,2022-04-14,White,2.5
Cheyenne,2022-04-15,Black,4.899999797
Cheyenne,2022-04-15,White,2.349999905
Cheyenne,2022-04-16,Black,6.249999821
Cheyenne,2022-04-16,White,3.950000096
Cheyenne,2022-04-17,Black,7.400000095
Cheyenne,2022-04-17,White,5.099999994
Cheyenne,2022-04-18,Black,8.300000101
Cheyenne,2022-04-18,White,5.649999797
Cheyenne,2022-04-19,Black,11.35000014
Cheyenne,2022-04-19,White,8.649999976
Cheyenne,2022-04-20,Black,12.39999962
Cheyenne,2022-04-20,White,9.549999714
Cheyenne,2022-04-21,Black,11.99999976
Cheyenne,2022-04-21,White,9.449999809
Cheyenne,2022-04-22,Black,16.05000043
Cheyenne,2022-04-22,White,13.1500001
Cheyenne,2022-04-23,Black,9.849999905
Cheyenne,2022-04-23,White,8.5
Cheyenne,2022-04-24,Black,10.05000019
Cheyenne,2022-04-24,White,7.550000072
Cheyenne,2022-04-25,Black,9.94999963
Cheyenne,2022-04-25,White,6.25000019
Cheyenne,2022-04-26,Black,12.25
Cheyenne,2022-04-26,White,8.849999785
Cheyenne,2022-04-27,Black,15.55000019
Cheyenne,2022-04-27,White,11.94999957
Cheyenne,2022-04-28,Black,16.94999981
Cheyenne,2022-04-28,White,12.9000001
Cheyenne,2022-04-29,Black,13.89999962
Cheyenne,2022-04-29,White,10.79999995
Cheyenne,2022-04-30,Black,13.0999999
Cheyenne,2022-04-30,White,9.900000095
Cheyenne,2022-05-01,Black,11.55000019
Cheyenne,2022-05-01,White,8.600000143
Cheyenne,2022-05-02,Black,8.449999809
Cheyenne,2022-05-02,White,6.200000048
Cheyenne,2022-05-03,Black,7.799999714
Cheyenne,2022-05-03,White,6.200000048
Cheyenne,2022-05-04,Black,8.849999905
Cheyenne,2022-05-04,White,7.050000191
Cheyenne,2022-05-05,Black,12.49999976
Cheyenne,2022-05-05,White,9.349999785
Cheyenne,2022-05-06,Black,-8.350000381
Cheyenne,2022-05-06,White,12.25000024
Cheyenne,2022-05-07,Black,NA
Cheyenne,2022-05-07,White,14.14999986
Cheyenne,2022-05-08,Black,NA
Cheyenne,2022-05-08,White,12.49999952
Cheyenne,2022-05-09,Black,-9
Cheyenne,2022-05-09,White,12.1500001
Cheyenne,2022-05-10,Black,-9.149999619
Cheyenne,2022-05-10,White,11.20000029
Cheyenne,2022-05-11,Black,NA
Cheyenne,2022-05-11,White,14.20000029
Cheyenne,2022-05-12,Black,-10.14999962
Cheyenne,2022-05-12,White,-10.00000048
Cheyenne,2022-05-13,Black,-9.399999619
Cheyenne,2022-05-13,White,11.74999976
Cheyenne,2022-05-14,Black,-9
Cheyenne,2022-05-14,White,12.24999976
Cheyenne,2022-05-15,Black,-5.800000191
Cheyenne,2022-05-15,White,15.19999957
Cheyenne,2022-05-16,Black,-6.699999809
Cheyenne,2022-05-16,White,15.29999971
Cheyenne,2022-05-17,Black,-8.100000381
Cheyenne,2022-05-17,White,15.09999943
Cheyenne,2022-05-18,Black,-5.300000191
Cheyenne,2022-05-18,White,16.99999952
Cheyenne,2022-05-19,Black,NA
Cheyenne,2022-05-19,White,16.29999971
Cheyenne,2022-05-20,Black,-12.80000019
Cheyenne,2022-05-20,White,8.900000095
Cheyenne,2022-05-21,Black,-8.100000381
Cheyenne,2022-05-21,White,9.249999642
Cheyenne,2022-05-22,Black,-9.949999809
Cheyenne,2022-05-22,White,8.549999952
Cheyenne,2022-05-23,Black,-11.55000019
Cheyenne,2022-05-23,White,8.550000191
Cheyenne,2022-05-24,Black,-9.75
Cheyenne,2022-05-24,White,9.549999952
Cheyenne,2022-05-25,Black,-7.800000191
Cheyenne,2022-05-25,White,11.0999999
Cheyenne,2022-05-26,Black,NA
Cheyenne,2022-05-26,White,14.50000024
Cheyenne,2022-05-27,Black,NA
Cheyenne,2022-05-27,White,15.80000019
Cheyenne,2022-05-28,Black,-9.449999809
Cheyenne,2022-05-28,White,14.44999981
Cheyenne,2022-05-29,Black,NA
Cheyenne,2022-05-29,White,15.9000001
Cheyenne,2022-05-30,Black,-10.30000019
Cheyenne,2022-05-30,White,11.69999981
Cheyenne,2022-05-31,Black,-9.649999619
Cheyenne,2022-05-31,White,11.74999976
Cheyenne,2022-06-01,Black,NA
Cheyenne,2022-06-01,White,13.29999971
Cheyenne,2022-06-02,Black,NA
Cheyenne,2022-06-02,White,11.19999981
Cheyenne,2022-06-03,Black,-7.5
Cheyenne,2022-06-03,White,14.70000029
Cheyenne,2022-06-04,Black,NA
Cheyenne,2022-06-04,White,17.0999999
Cheyenne,2022-06-05,Black,-7.149999619
Cheyenne,2022-06-05,White,17.10000038
Cheyenne,2022-06-06,Black,NA
Cheyenne,2022-06-06,White,17.05000019
Cheyenne,2022-06-07,Black,NA
Cheyenne,2022-06-07,White,17.80000019
Cheyenne,2022-06-08,Black,NA
Cheyenne,2022-06-08,White,17.29999971
Cheyenne,2022-06-09,Black,NA
Cheyenne,2022-06-09,White,19.45000029
Cheyenne,2022-06-10,Black,NA
Cheyenne,2022-06-10,White,19.4000001
Cheyenne,2022-06-11,Black,NA
Cheyenne,2022-06-11,White,21.30000019
Cheyenne,2022-06-12,Black,NA
Cheyenne,2022-06-12,White,22.90000057
Cheyenne,2022-06-13,Black,NA
Cheyenne,2022-06-13,White,23.35000038
Cheyenne,2022-06-14,Black,NA
Cheyenne,2022-06-14,White,20.14999962
Cheyenne,2022-06-15,Black,NA
Cheyenne,2022-06-15,White,19.94999981
Cheyenne,2022-06-16,Black,NA
Cheyenne,2022-06-16,White,21.74999952
Cheyenne,2022-06-17,Black,NA
Cheyenne,2022-06-17,White,23.80000019
Cheyenne,2022-06-18,Black,NA
Cheyenne,2022-06-18,White,23.39999962
Cheyenne,2022-06-19,Black,NA
Cheyenne,2022-06-19,White,22.84999943
Cheyenne,2022-06-20,Black,NA
Cheyenne,2022-06-20,White,22.89999962
Cheyenne,2022-06-21,Black,NA
Cheyenne,2022-06-21,White,20.9000001
Cheyenne,2022-06-22,Black,NA
Cheyenne,2022-06-22,White,21.69999981
Cheyenne,2022-06-23,Black,NA
Cheyenne,2022-06-23,White,23.80000019
Cheyenne,2022-06-24,Black,NA
Cheyenne,2022-06-24,White,24.09999943
Cheyenne,2022-06-25,Black,-2.75
Cheyenne,2022-06-25,White,21.95000029
Cheyenne,2022-06-26,Black,-5.649999619
Cheyenne,2022-06-26,White,20.04999971
Cheyenne,2022-06-27,Black,-1.149999619
Cheyenne,2022-06-27,White,22.44999933
Cheyenne,2022-06-28,Black,-0.149999619
Cheyenne,2022-06-28,White,23.65000057
Cheyenne,2022-06-29,Black,-2.850000381
Cheyenne,2022-06-29,White,22.69999981
Cheyenne,2022-06-30,Black,-2.700000763
Cheyenne,2022-06-30,White,22.80000019
Cheyenne,2022-07-01,Black,-1.299999237
Cheyenne,2022-07-01,White,17.04999959
Cheyenne,2022-07-02,Black,-0.549999237
Cheyenne,2022-07-02,White,18.70000005
Cheyenne,2022-07-03,Black,-2.75
Cheyenne,2022-07-03,White,21.69999981
Cheyenne,2022-07-04,Black,-2.649999619
Cheyenne,2022-07-04,White,21.8499999
Cheyenne,2022-07-05,Black,-2.75
Cheyenne,2022-07-05,White,22.75
Cheyenne,2022-07-06,Black,-4.600000381
Cheyenne,2022-07-06,White,19.44999981
Cheyenne,2022-07-07,Black,-3.350000381
Cheyenne,2022-07-07,White,6.550000191
Cheyenne,2022-07-08,Black,-3.200000763
Cheyenne,2022-07-08,White,20.1500001
Cheyenne,2022-07-09,Black,0.200000763
Cheyenne,2022-07-09,White,23.69999933
Cheyenne,2022-07-10,Black,-2.649999619
Cheyenne,2022-07-10,White,23.59999943
Cheyenne,2022-07-11,Black,-1.399999619
Cheyenne,2022-07-11,White,23.64999962
Cheyenne,2022-07-12,Black,-1.649999619
Cheyenne,2022-07-12,White,23.5
Cheyenne,2022-07-13,Black,-1.299999237
Cheyenne,2022-07-13,White,24.60000038
Cheyenne,2022-07-14,Black,-2.899999619
Cheyenne,2022-07-14,White,24.15000057
Cheyenne,2022-07-15,Black,-1.25
Cheyenne,2022-07-15,White,25.79999924
Cheyenne,2022-07-16,Black,-2.149999619
Cheyenne,2022-07-16,White,24.5
Cheyenne,2022-07-17,Black,-0.700000763
Cheyenne,2022-07-17,White,25.05000114
Cheyenne,2022-07-18,Black,-1.399999619
Cheyenne,2022-07-18,White,25.89999962
Cheyenne,2022-07-19,Black,-1.549999237
Cheyenne,2022-07-19,White,26.19999981
Cheyenne,2022-07-20,Black,-0.700000763
Cheyenne,2022-07-20,White,25.55000019
Cheyenne,2022-07-21,Black,0.450000763
Cheyenne,2022-07-21,White,26.40000057
Cheyenne,2022-07-22,Black,0.850000381
Cheyenne,2022-07-22,White,27.14999962
Cheyenne,2022-07-23,Black,-1.100000381
Cheyenne,2022-07-23,White,25.84999943
Cheyenne,2022-07-24,Black,10.95000029
Cheyenne,2022-07-24,White,-2.550000191
Cheyenne,2022-07-25,Black,-1.899999619
Cheyenne,2022-07-25,White,1.899999619
Cheyenne,2022-07-26,Black,-1.299999237
Cheyenne,2022-07-26,White,24.59999943
Cheyenne,2022-07-27,Black,-1.299999237
Cheyenne,2022-07-27,White,25.14999962
Cheyenne,2022-07-28,Black,-3.25
Cheyenne,2022-07-28,White,19.04999971
Cheyenne,2022-07-29,Black,-2.350000381
Cheyenne,2022-07-29,White,23.14999962
Cheyenne,2022-07-30,Black,-2.200000763
Cheyenne,2022-07-30,White,-3.849999428
Cheyenne,2022-07-31,Black,-3.600000381
Cheyenne,2022-07-31,White,22.85000038
Cheyenne,2022-08-01,Black,-3.700000763
Cheyenne,2022-08-01,White,23
Cheyenne,2022-08-02,Black,-4.600000381
Cheyenne,2022-08-02,White,23.35000038
Cheyenne,2022-08-03,Black,-3.450000763
Cheyenne,2022-08-03,White,22.80000019
Cheyenne,2022-08-04,Black,-1.25
Cheyenne,2022-08-04,White,24.79999924
Cheyenne,2022-08-05,Black,-1.700000763
Cheyenne,2022-08-05,White,25.55000019
Cheyenne,2022-08-06,Black,-1.5
Cheyenne,2022-08-06,White,24.75
Cheyenne,2022-08-07,Black,3.449998856
Cheyenne,2022-08-07,White,22.75
Cheyenne,2022-08-08,Black,-0.899999619
Cheyenne,2022-08-08,White,4.300000191
Cheyenne,2022-08-09,Black,1.949998856
Cheyenne,2022-08-09,White,24
Cheyenne,2022-08-10,Black,-1
Cheyenne,2022-08-10,White,25.15000057
Cheyenne,2022-08-11,Black,-0.149999619
Cheyenne,2022-08-11,White,26.05000019
Cheyenne,2022-08-12,Black,-0.25
Cheyenne,2022-08-12,White,26.89999962
Cheyenne,2022-08-13,Black,-0.5
Cheyenne,2022-08-13,White,26.60000038
Cheyenne,2022-08-14,Black,-1.600000381
Cheyenne,2022-08-14,White,25.69999981
Cheyenne,2022-08-15,Black,0.849999428
Cheyenne,2022-08-15,White,21.69999981
Cheyenne,2022-08-16,Black,-2.25
Cheyenne,2022-08-16,White,NA
Cheyenne,2022-08-17,Black,-1.450000763
Cheyenne,2022-08-17,White,22.60000038
Cheyenne,2022-08-18,Black,-1.350000381
Cheyenne,2022-08-18,White,23.64999962
Cheyenne,2022-08-19,Black,-1.900001526
Cheyenne,2022-08-19,White,23.55000019
Cheyenne,2022-08-20,Black,-3.899999619
Cheyenne,2022-08-20,White,22.10000038
